koyAdi,adaNo,parselNo,alanKm
AKSU,101,1,1.296
AKSU,101,2,0.871
AKSU,101,3,1.95
AKSU,101,3,1.95
AKSU,101,4,0.367
AKSU,101,8,10.564
AKSU,101,10,3.579
AKSU,101,109,8.682
AKSU,102,12,16.472
AKSU,102,27,3.121
AKSU,102,127,1.999
AKSU,102,138,2.795
AKSU,102,140,1.635
AKSU,102,166,1.425
AKSU,102,171,1.567
AKSU,102,173,1.887
AKSU,102,175,1.148
AKSU,102,180,13.779
AKSU,105,2,2.044
AKSU,105,3,3.311
AKSU,105,4,5.76
AKSU,105,9,3.55
AKSU,105,11,1.384
AKSU,105,12,5.11
AKSU,105,14,1.134
AKSU,105,21,0.748
AKSU,105,22,0.77
AKSU,105,27,4.163
AKSU,105,34,8.315
AKSU,105,34,8.315
AKSU,105,45,5.133
AKSU,105,52,4.533
AKSU,105,54,11.029
AKSU,105,56,7.539
AKSU,105,58,0.517
AKSU,105,59,13.698
AKSU,105,76,12.045
AKSU,105,130,15.209
AKSU,105,134,1.155
AKSU,105,135,0.485
AKSU,105,136,0.293
AKSU,105,137,0.635
AKSU,105,173,3.339
AKSU,106,3,0.227
AKSU,110,11,0.794
AKSU,111,7,8.629
AKSU,114,1,11.956
AKSU,114,2,1.505
AKSU,114,6,1.976
AKSU,114,7,19.924
AKSU,114,8,14.172
AKSU,114,13,8.294
AKSU,114,19,22.288
AKSU,114,20,4.851
AKSU,114,47,1.257
AKSU,114,55,2.479
AKSU,114,63,2.078
AKSU,114,76,18.609
AKSU,114,87,6.386
AKSU,114,90,1.982
AKSU,114,101,11.412
AKSU,114,122,3.035
AKSU,114,144,10.226
AKSU,114,147,4.663
AKSU,114,150,3.751
AKSU,114,153,6.198
AKSU,114,154,3.826
AKSU,114,155,0.935
AKSU,114,156,3.509
AKSU,114,158,6.318
AKSU,121,8,0.492
AKSU,123,2,0.173
AKSU,123,4,1.951
AKSU,123,5,0.785
AKSU,130,1,8.53
AKSU,130,2,1.702
AKSU,130,4,0.297
AKSU,130,5,0.212
AKSU,130,6,0.192
AKSU,130,7,0.176
AKSU,130,9,5.785
AKSU,130,11,17.308
AKSU,130,12,0.765
AKSU,130,13,0.188
AKSU,130,17,0.685
AKSU,130,24,0.973
AKSU,130,25,0.605
AKSU,130,27,1.343
AKSU,130,28,1.129
AKSU,130,29,3.761
AKSU,130,30,3.837
AKSU,130,31,1.11
AKSU,130,32,0.3
AKSU,130,34,0.676
AKSU,130,36,2.294
AKSU,130,38,0.425
AKSU,130,39,0.909
AKSU,130,43,2.252
AKSU,130,44,0.872
AKSU,130,45,0.223
AKSU,130,46,3.841
AKSU,130,47,2.55
AKSU,130,49,3.379
AKSU,130,51,2.684
AKSU,130,53,7.274
AKSU,130,53,7.274
AKSU,130,57,7.032
AKSU,130,59,0.981
AKSU,130,59,0.981
AKSU,130,61,0.374
AKSU,130,63,0.17
AKSU,130,66,0.228
AKSU,130,67,1.236
AKSU,130,68,1.41
AKSU,130,70,2.36
AKSU,130,71,1.919
AKSU,130,72,0.983
AKSU,130,74,2.263
AKSU,130,75,1.396
AKSU,130,76,3.252
AKSU,130,77,0.269
AKSU,130,80,0.632
AKSU,130,81,0.445
AKSU,130,82,1.165
AKSU,130,84,0.264
AKSU,130,89,1.415
AKSU,130,91,9.458
AKSU,130,94,0.93
AKSU,130,95,0.364
AKSU,130,96,0.175
AKSU,130,98,0.268
AKSU,130,99,0.364
AKSU,130,100,0.422
AKSU,130,101,1.419
AKSU,130,103,0.755
AKSU,130,103,0.755
AKSU,130,105,6.193
AKSU,130,106,0.408
AKSU,130,106,0.408
AKSU,130,108,0.748
AKSU,130,110,1.765
AKSU,130,112,0.883
AKSU,130,116,2.878
AKSU,130,116,2.878
AKSU,130,119,3.215
AKSU,130,120,4.122
AKSU,130,121,3.916
AKSU,130,121,3.916
AKSU,130,124,2.262
AKSU,130,126,1.401
AKSU,130,128,0.614
AKSU,130,129,0.936
AKSU,130,131,0.528
AKSU,130,133,0.319
AKSU,130,136,0.237
AKSU,130,137,0.777
AKSU,130,141,1.746
AKSU,130,142,0.422
AKSU,130,143,1.839
AKSU,130,144,1.801
AKSU,130,145,1.348
AKSU,130,146,1.534
AKSU,130,148,0.326
AKSU,130,149,5.642
AKSU,130,151,0.338
AKSU,130,152,0.372
AKSU,130,155,3.475
AKSU,130,160,0.496
AKSU,130,162,0.22
AKSU,130,164,0.694
AKSU,130,165,0.759
AKSU,130,166,2.834
AKSU,130,167,2.074
AKSU,130,168,1.94
AKSU,130,169,0.9
AKSU,130,170,1.852
AKSU,130,171,0.864
AKSU,130,172,2.048
AKSU,130,176,3.029
AKSU,130,177,0.185
AKSU,130,179,0.468
AKSU,130,180,3.138
AKSU,130,182,0.481
AKSU,130,183,0.311
AKSU,130,184,0.807
AKSU,130,185,0.359
AKSU,130,186,1.254
AKSU,130,187,0.687
AKSU,130,188,1.724
AKSU,130,189,1.515
AKSU,130,190,1.679
AKSU,130,192,2.396
AKSU,130,195,0.337
AKSU,130,196,0.14
AKSU,130,197,0.165
AKSU,130,198,0.305
AKSU,130,200,0.161
AKSU,130,201,0.274
AKSU,130,202,0.221
AKSU,130,203,0.148
AKSU,130,204,0.649
AKSU,130,205,0.211
AKSU,130,206,0.317
AKSU,130,207,0.666
AKSU,130,208,0.512
AKSU,130,209,0.807
AKSU,130,210,4.131
AKSU,130,211,2.034
AKSU,130,215,3.666
AKSU,130,217,0.735
AKSU,130,218,1.49
AKSU,130,219,1.091
AKSU,130,220,0.554
AKSU,130,222,1.197
AKSU,130,226,2.933
AKSU,130,230,0.547
AKSU,130,231,0.738
AKSU,130,233,0.98
AKSU,130,234,1.974
AKSU,130,235,0.382
AKSU,130,236,0.692
AKSU,130,236,0.692
AKSU,130,237,2.15
AKSU,130,239,1.177
AKSU,130,240,2.353
AKSU,130,240,2.353
AKSU,130,242,4.269
AKSU,130,243,0.166
AKSU,130,245,8.382
AKSU,130,246,4.658
AKSU,130,247,2.262
AKSU,130,248,7.201
AKSU,130,248,7.201
AKSU,130,248,7.201
AKSU,130,251,6.231
AKSU,130,251,6.231
AKSU,130,253,5.627
AKSU,130,254,2.225
AKSU,130,255,0.933
AKSU,130,256,2.012
AKSU,130,260,1.855
AKSU,130,261,0.971
AKSU,130,262,0.874
AKSU,130,263,4.975
AKSU,130,264,3.284
AKSU,130,265,3.19
AKSU,130,266,1.582
AKSU,130,270,1.185
AKSU,130,271,0.801
AKSU,130,273,1.161
AKSU,130,274,0.363
AKSU,130,275,2.638
AKSU,130,278,2.096
AKSU,130,283,0.225
AKSU,130,286,1.024
AKSU,130,292,1.291
AKSU,130,293,1.411
AKSU,130,293,1.411
AKSU,130,294,3.065
AKSU,130,296,1.803
AKSU,130,298,4.344
AKSU,130,299,3.37
AKSU,130,300,0.521
AKSU,130,303,0.557
AKSU,130,304,3.582
AKSU,130,305,5.36
AKSU,130,306,2.57
AKSU,130,308,0.329
AKSU,130,309,0.377
AKSU,130,310,2.881
AKSU,130,313,1.569
AKSU,130,314,2.443
AKSU,130,318,1.376
AKSU,130,322,0.655
AKSU,130,326,0.824
AKSU,130,327,0.561
AKSU,130,328,0.325
AKSU,130,329,0.236
AKSU,130,331,0.295
AKSU,130,332,0.85
AKSU,130,333,1.16
AKSU,130,334,1.916
AKSU,130,338,2.305
AKSU,130,343,0.526
AKSU,130,344,3.103
AKSU,130,346,0.38
AKSU,130,347,0.561
AKSU,130,348,0.312
AKSU,130,349,1.546
AKSU,130,352,3.891
AKSU,130,352,3.891
AKSU,130,354,4.824
AKSU,130,355,2.154
AKSU,130,356,3.097
AKSU,130,357,0.773
AKSU,130,358,2.594
AKSU,130,359,0.749
AKSU,130,360,1.224
AKSU,130,362,0.858
AKSU,130,363,0.966
AKSU,130,366,0.337
AKSU,130,367,0.347
AKSU,130,368,0.293
AKSU,130,372,2.004
AKSU,130,373,0.741
AKSU,130,374,0.813
AKSU,130,375,0.451
AKSU,130,377,0.367
AKSU,130,379,0.283
AKSU,130,381,2.1
AKSU,130,382,3.678
AKSU,130,384,7.076
AKSU,130,385,2.679
AKSU,130,386,3.221
AKSU,130,386,3.221
AKSU,130,386,3.221
AKSU,130,387,0.69
AKSU,130,388,1.686
AKSU,130,389,1.05
AKSU,130,390,2.292
AKSU,130,393,3.551
AKSU,130,394,3.445
AKSU,130,394,3.445
AKSU,130,394,3.445
AKSU,130,394,3.445
AKSU,130,395,2.294
AKSU,130,396,1.189
AKSU,130,398,3.196
AKSU,130,399,2.329
AKSU,130,400,2.279
AKSU,130,401,1.79
AKSU,130,403,0.932
AKSU,130,417,0.574
AKSU,130,418,0.234
AKSU,130,419,0.628
AKSU,130,421,0.174
AKSU,130,423,0.528
AKSU,130,425,0.291
AKSU,130,427,0.222
AKSU,130,433,2.766
AKSU,130,436,1.149
AKSU,130,437,1.369
AKSU,130,438,1.135
AKSU,130,439,0.18
AKSU,130,442,0.241
AKSU,130,444,6.522
AKSU,130,446,3.814
AKSU,130,448,0.65
AKSU,130,450,1.621
AKSU,130,451,0.724
AKSU,130,452,0.765
AKSU,130,462,0.557
AKSU,130,465,3.349
AKSU,130,467,0.678
AKSU,130,467,0.678
AKSU,130,468,0.922
AKSU,130,469,0.416
AKSU,130,470,0.19
AKSU,130,471,1.084
AKSU,130,472,0.838
AKSU,130,474,0.554
AKSU,130,479,4.484
AKSU,130,485,0.352
AKSU,130,489,1.514
AKSU,130,490,1.716
AKSU,130,491,0.479
AKSU,130,492,0.341
AKSU,130,496,0.593
AKSU,130,498,0.724
AKSU,130,499,0.358
AKSU,130,507,0.458
AKSU,130,508,1.766
AKSU,130,508,1.766
AKSU,130,509,0.551
AKSU,130,511,0.303
AKSU,130,513,1.141
AKSU,130,520,1.32
AKSU,130,521,0.932
AKSU,130,537,1.901
AKSU,130,544,3.902
AKSU,130,545,3.274
AKSU,130,550,0.592
AKSU,130,562,1.992
AKSU,130,566,1.397
AKSU,130,569,3.169
AKSU,130,571,1.418
AKSU,130,575,0.495
AKSU,130,576,0.247
AKSU,130,577,0.786
AKSU,130,579,3.486
AKSU,130,580,5.678
AKSU,130,582,2.511
AKSU,130,583,1.558
AKSU,130,586,5.384
AKSU,130,590,1.167
AKSU,130,600,0.317
AKSU,130,605,0.503
AKSU,130,626,2.233
AKSU,130,627,1.175
AKSU,130,628,2.01
AKSU,130,632,1.595
AKSU,131,1,1.661
AKSU,131,2,4.649
AKSU,131,3,4.574
AKSU,131,4,6.019
AKSU,131,5,5.795
AKSU,131,21,13.702
AKSU,131,23,2.478
AKSU,131,25,5.789
AKSU,131,26,2.663
AKSU,131,31,4.768
AKSU,131,32,0.075
AKSU,131,36,1.603
AKSU,131,38,2.007
AKSU,131,42,4.693
AKSU,131,43,1.723
AKSU,131,47,3.029
AKSU,131,56,2.966
AKSU,131,57,1.885
AKSU,131,58,1.81
AKSU,131,63,2.467
AKSU,131,66,2.012
AKSU,131,68,1.288
AKSU,131,69,1.796
AKSU,131,71,2.785
AKSU,131,72,1.073
AKSU,131,73,1.608
AKSU,131,74,1.869
AKSU,131,75,3.026
AKSU,131,78,2.322
AKSU,131,80,0.397
AKSU,131,82,0.242
AKSU,131,84,1.988
AKSU,131,86,1.101
AKSU,131,88,4.081
AKSU,131,89,2.443
AKSU,131,93,6.489
AKSU,131,101,0.421
AKSU,131,108,2.366
AKSU,131,109,8.879
AKSU,131,112,3.974
AKSU,131,114,0.845
AKSU,131,116,8.641
AKSU,131,118,2.648
AKSU,131,125,1.682
AKSU,131,149,0.34
AKSU,131,151,0.266
AKSU,131,152,0.444
AKSU,131,155,0.566
AKSU,131,157,3.547
AKSU,131,158,0.488
AKSU,131,159,0.812
AKSU,131,169,0.567
AKSU,131,171,9.279
AKSU,131,173,1.841
AKSU,131,176,1.928
AKSU,131,178,0.627
AKSU,131,180,0.885
AKSU,131,184,3.241
AKSU,131,200,0.368
AKSU,132,81,2.851
AKSU,134,2,2.654
AKSU,134,3,8.854
AKSU,134,9,2.966
AKSU,134,11,2.765
AKSU,134,13,3.089
AKSU,134,14,4.068
AKSU,134,15,7.251
AKSU,134,16,7.727
AKSU,134,19,7.319
AKSU,134,23,2.054
AKSU,134,27,2.259
AKSU,134,31,4.132
AKSU,134,33,4.29
AKSU,134,34,4.914
AKSU,134,35,7.582
AKSU,134,36,0.871
AKSU,134,39,6.675
AKSU,134,42,2.343
AKSU,134,43,4.132
AKSU,134,44,2.857
AKSU,134,45,7.24
AKSU,134,48,10.936
AKSU,134,49,7.65
AKSU,134,52,4.173
AKSU,134,53,10.764
AKSU,134,54,1.343
AKSU,134,118,1.08
AKSU,134,164,0.672
AKSU,134,172,1.463
AKSU,134,173,0.509
AKSU,134,196,3.988
AKSU,134,197,3.092
AKSU,134,205,0.467
AKSU,134,213,3.529
AKSU,134,214,1.904
AKSU,134,217,1.19
AKSU,134,218,1.276
AKSU,134,233,1.706
AKSU,139,26,1.125
AKSU,139,30,0.48
AKSU,139,31,0.231
AKSU,139,39,0.092
AKSU,140,29,0.701
AKSU,140,30,6.566
AKSU,140,33,1.493
AKSU,140,34,0.72
AKSU,140,38,3.309
AKSU,140,39,4.647
AKSU,140,40,0.685
AKSU,140,41,0.614
AKSU,140,42,2.098
AKSU,140,43,1.133
AKSU,140,44,2.208
AKSU,140,46,1.855
AKSU,140,47,4.243
AKSU,140,48,3.6
AKSU,140,49,1.824
AKSU,140,51,2.346
AKSU,140,52,4.621
AKSU,140,57,3.468
AKSU,140,66,0.644
AKSU,140,70,0.316
AKSU,140,71,0.141
AKSU,140,74,0.631
AKSU,140,79,0.313
AKSU,141,16,0.177
APAKLAR,101,2,5.708
APAKLAR,101,3,13.653
APAKLAR,101,5,8.54
APAKLAR,101,6,6.099
APAKLAR,101,7,16.761
APAKLAR,101,8,3.227
APAKLAR,101,9,6.24
APAKLAR,101,10,5.511
APAKLAR,101,11,10.773
APAKLAR,101,14,2.696
APAKLAR,101,18,1.828
APAKLAR,101,20,3.665
APAKLAR,101,21,6.826
APAKLAR,101,21,6.826
APAKLAR,101,22,2.985
APAKLAR,101,24,8.435
APAKLAR,101,24,8.435
APAKLAR,101,26,4.444
APAKLAR,101,29,13.002
APAKLAR,101,30,6.527
APAKLAR,101,32,3.607
APAKLAR,101,33,0.031
APAKLAR,101,34,7.995
APAKLAR,101,35,1.115
APAKLAR,101,36,6.464
APAKLAR,101,39,4.439
APAKLAR,101,40,4.2
APAKLAR,101,42,1.862
APAKLAR,101,43,6.599
APAKLAR,101,44,4.329
APAKLAR,101,45,9.095
APAKLAR,101,45,9.095
APAKLAR,101,45,9.095
APAKLAR,101,46,9.762
APAKLAR,101,47,12.084
APAKLAR,101,50,19.92
APAKLAR,101,51,9.11
APAKLAR,101,52,24.801
APAKLAR,101,54,6.214
APAKLAR,101,55,7.478
APAKLAR,101,56,6.019
APAKLAR,101,58,8.012
APAKLAR,101,61,8.366
APAKLAR,101,66,6.108
APAKLAR,101,67,5.669
APAKLAR,101,68,7.35
APAKLAR,101,70,6.761
APAKLAR,101,71,5.783
APAKLAR,101,72,1.324
APAKLAR,101,73,1.761
APAKLAR,101,74,1.758
APAKLAR,101,75,4.622
APAKLAR,101,76,4.148
APAKLAR,101,77,5.627
APAKLAR,101,80,3.724
APAKLAR,101,81,3.902
APAKLAR,101,82,4.45
APAKLAR,101,84,5.767
APAKLAR,101,85,4.71
APAKLAR,101,87,9.08
APAKLAR,101,89,2.634
APAKLAR,101,90,11.191
APAKLAR,101,91,2.332
APAKLAR,101,96,1.497
APAKLAR,101,101,0.375
APAKLAR,102,1,17.75
APAKLAR,102,2,3.051
APAKLAR,102,3,10.183
APAKLAR,102,7,3.068
APAKLAR,102,8,2.266
APAKLAR,102,10,3.187
APAKLAR,102,12,1.007
APAKLAR,102,15,0.113
APAKLAR,102,16,4.948
APAKLAR,102,17,3.921
APAKLAR,102,18,24.549
APAKLAR,102,21,23.918
APAKLAR,102,22,8.296
APAKLAR,102,23,31.232
APAKLAR,102,25,6.982
APAKLAR,102,27,2.697
APAKLAR,103,1,17.144
APAKLAR,103,2,3.901
APAKLAR,103,3,5.577
APAKLAR,103,5,13.61
APAKLAR,103,6,17.644
APAKLAR,103,7,4.655
APAKLAR,103,9,5.778
APAKLAR,103,10,3.396
APAKLAR,103,13,31.963
APAKLAR,103,16,3.153
APAKLAR,103,17,5.137
APAKLAR,103,18,2.271
APAKLAR,103,19,0.662
APAKLAR,103,20,1.412
APAKLAR,103,21,2.752
APAKLAR,103,22,1.066
APAKLAR,103,23,0.84
APAKLAR,103,25,1.286
APAKLAR,103,28,1.703
APAKLAR,103,29,2.123
APAKLAR,103,30,2.495
APAKLAR,103,31,4.37
APAKLAR,103,33,2.057
APAKLAR,103,35,1.436
APAKLAR,103,37,1.706
APAKLAR,103,38,4.078
APAKLAR,103,42,1.558
APAKLAR,103,43,6.406
APAKLAR,103,44,14.861
APAKLAR,103,45,1.399
APAKLAR,103,46,1.376
APAKLAR,103,48,1.638
APAKLAR,103,49,14.654
APAKLAR,103,50,8.036
APAKLAR,103,51,3.624
APAKLAR,103,52,1.92
APAKLAR,103,55,4.985
APAKLAR,103,56,2.98
APAKLAR,103,58,4.632
APAKLAR,103,59,12.513
APAKLAR,103,60,9.68
APAKLAR,103,61,20.897
APAKLAR,103,63,12.502
APAKLAR,103,64,6.697
APAKLAR,103,66,1.554
APAKLAR,103,69,1.593
APAKLAR,103,70,5.073
APAKLAR,103,71,10.01
APAKLAR,103,72,6.362
APAKLAR,103,74,0.966
APAKLAR,103,75,3.399
APAKLAR,103,76,12.955
APAKLAR,103,78,1.611
APAKLAR,103,81,1.688
APAKLAR,103,82,1.46
APAKLAR,103,83,0.701
APAKLAR,103,85,1.969
APAKLAR,103,88,2.823
APAKLAR,103,89,8.681
APAKLAR,103,92,1.159
APAKLAR,103,95,6.315
APAKLAR,103,96,3.887
APAKLAR,103,97,11.785
APAKLAR,103,98,7.077
APAKLAR,103,99,7.149
APAKLAR,103,100,1.953
APAKLAR,103,102,0.456
APAKLAR,103,103,2.166
APAKLAR,103,111,0.555
APAKLAR,103,117,2.705
APAKLAR,103,118,1.066
APAKLAR,103,119,1.073
APAKLAR,103,121,4.469
APAKLAR,103,124,0.503
APAKLAR,103,125,4.333
APAKLAR,104,1,0.941
APAKLAR,104,2,0.822
APAKLAR,104,3,0.629
APAKLAR,104,4,0.634
APAKLAR,104,6,1.126
APAKLAR,104,7,7.086
APAKLAR,104,9,2.804
APAKLAR,104,10,1.517
APAKLAR,104,12,8.351
APAKLAR,104,13,9.861
APAKLAR,104,14,2.696
APAKLAR,104,17,0.714
APAKLAR,104,19,0.391
APAKLAR,104,22,2.912
APAKLAR,106,2,4.719
APAKLAR,106,3,1.809
APAKLAR,106,4,8.543
APAKLAR,106,4,8.543
APAKLAR,106,5,19.471
APAKLAR,106,6,3.913
APAKLAR,106,6,3.913
APAKLAR,106,7,27.961
APAKLAR,106,7,27.961
APAKLAR,106,7,27.961
APAKLAR,106,8,3.567
APAKLAR,106,9,1.395
APAKLAR,106,10,3.717
APAKLAR,106,10,3.717
APAKLAR,106,10,3.717
APAKLAR,107,2,3.319
APAKLAR,107,4,2.288
APAKLAR,107,5,5.129
APAKLAR,107,6,4.672
APAKLAR,107,7,5.136
APAKLAR,107,8,4.058
APAKLAR,107,10,9.049
APAKLAR,107,11,4.234
APAKLAR,107,12,4.117
APAKLAR,107,13,3.706
APAKLAR,107,14,4.577
APAKLAR,107,16,1.413
APAKLAR,107,17,0.578
APAKLAR,107,18,0.473
APAKLAR,108,2,1.394
APAKLAR,108,3,5.532
APAKLAR,108,6,14.018
APAKLAR,108,7,3.454
APAKLAR,108,8,3.112
APAKLAR,108,9,11.86
APAKLAR,108,11,2.569
APAKLAR,108,12,0.725
APAKLAR,108,13,4.186
APAKLAR,108,16,2.338
APAKLAR,108,17,1.868
APAKLAR,108,19,2.56
APAKLAR,108,21,4.499
APAKLAR,108,24,4.006
APAKLAR,108,27,2.237
APAKLAR,108,28,1.393
APAKLAR,108,34,0.863
APAKLAR,108,36,5.179
APAKLAR,108,37,2.398
APAKLAR,108,38,0.941
APAKLAR,108,40,2.416
APAKLAR,108,41,0.395
APAKLAR,108,42,3.027
APAKLAR,108,44,0.389
APAKLAR,108,45,0.471
APAKLAR,108,47,1.313
APAKLAR,108,48,3.404
APAKLAR,108,51,2.621
APAKLAR,108,53,3.441
APAKLAR,108,57,5.19
APAKLAR,108,57,5.19
APAKLAR,108,58,13.155
APAKLAR,108,59,0.623
APAKLAR,108,62,2.258
APAKLAR,108,63,6.118
APAKLAR,108,69,0.918
APAKLAR,108,74,2.799
APAKLAR,108,78,2.041
APAKLAR,108,80,1.583
APAKLAR,108,82,1.685
APAKLAR,108,83,1.817
APAKLAR,111,18,0.826
AŞAĞIÖRENCİK,101,2,7.836
AŞAĞIÖRENCİK,101,3,12.028
AŞAĞIÖRENCİK,101,5,1.492
AŞAĞIÖRENCİK,101,11,1.761
AŞAĞIÖRENCİK,101,13,3.256
AŞAĞIÖRENCİK,101,14,3.356
AŞAĞIÖRENCİK,101,16,8.561
AŞAĞIÖRENCİK,101,17,2.61
AŞAĞIÖRENCİK,101,19,0.96
AŞAĞIÖRENCİK,101,20,1.066
AŞAĞIÖRENCİK,101,25,0.791
AŞAĞIÖRENCİK,101,32,4.775
AŞAĞIÖRENCİK,101,35,16.157
AŞAĞIÖRENCİK,101,41,3.548
AŞAĞIÖRENCİK,101,48,2.8
AŞAĞIÖRENCİK,101,61,11.681
AŞAĞIÖRENCİK,101,129,24.778
AŞAĞIÖRENCİK,101,131,6.669
AŞAĞIÖRENCİK,101,136,1.535
AŞAĞIÖRENCİK,101,141,2.411
AŞAĞIÖRENCİK,101,143,15.715
AŞAĞIÖRENCİK,101,143,15.715
AŞAĞIÖRENCİK,131,17,4.961
AŞAĞIYAKACIK,101,4,1.338
AŞAĞIYAKACIK,101,9,3.985
AŞAĞIYAKACIK,101,11,7.88
AŞAĞIYAKACIK,101,17,1.136
AŞAĞIYAKACIK,106,38,0.165
AŞAĞIYAKACIK,108,1,0.284
AŞAĞIYAKACIK,110,15,25.27
AŞAĞIYAKACIK,110,23,0.674
AŞAĞIYAKACIK,110,34,0.364
AŞAĞIYAKACIK,113,52,1.383
AŞAĞIYAKACIK,113,58,0.072
AŞAĞIYAKACIK,114,4,2.789
AŞAĞIYAKACIK,114,6,4.042
AŞAĞIYAKACIK,114,11,2.129
AŞAĞIYAKACIK,114,18,2.787
AŞAĞIYAKACIK,114,19,8.188
AŞAĞIYAKACIK,114,21,0.376
AŞAĞIYAKACIK,114,25,3.191
AŞAĞIYAKACIK,114,26,2.669
AŞAĞIYAKACIK,114,27,2.978
AŞAĞIYAKACIK,114,28,3.561
AŞAĞIYAKACIK,114,38,2.823
AŞAĞIYAKACIK,114,40,6.586
AŞAĞIYAKACIK,114,43,2.967
AŞAĞIYAKACIK,114,45,14.582
AŞAĞIYAKACIK,114,49,0.977
AŞAĞIYAKACIK,114,52,0.255
AŞAĞIYAKACIK,114,88,0.026
AŞAĞIYAKACIK,114,89,1.632
AŞAĞIYAKACIK,114,90,1.8
AŞAĞIYAKACIK,114,92,3.531
AŞAĞIYAKACIK,114,94,0.797
AŞAĞIYAKACIK,114,95,1.878
AŞAĞIYAKACIK,114,111,0.284
AŞAĞIYAKACIK,114,112,0.358
AŞAĞIYAKACIK,114,114,3.838
AŞAĞIYAKACIK,114,118,1.473
AŞAĞIYAKACIK,114,123,0.383
AŞAĞIYAKACIK,114,128,1.188
AŞAĞIYAKACIK,114,129,0.668
AŞAĞIYAKACIK,117,2,1.83
AŞAĞIYAKACIK,117,13,1.206
AŞAĞIYAKACIK,120,3,6.692
AŞAĞIYAKACIK,120,4,11.912
AŞAĞIYAKACIK,120,6,1.77
AŞAĞIYAKACIK,120,8,4.04
AŞAĞIYAKACIK,121,3,5.121
AŞAĞIYAKACIK,121,4,3.909
AŞAĞIYAKACIK,121,6,2.724
AŞAĞIYAKACIK,121,7,9.785
AŞAĞIYAKACIK,121,11,3.596
AŞAĞIYAKACIK,121,12,2.886
AŞAĞIYAKACIK,121,13,2.213
AŞAĞIYAKACIK,121,14,2.557
AŞAĞIYAKACIK,121,15,1.714
AŞAĞIYAKACIK,121,16,2.48
AŞAĞIYAKACIK,121,17,3.308
AŞAĞIYAKACIK,121,19,5.299
AŞAĞIYAKACIK,121,22,3.705
AŞAĞIYAKACIK,121,23,4.528
AŞAĞIYAKACIK,121,24,5.413
AŞAĞIYAKACIK,121,27,16.03
AŞAĞIYAKACIK,121,28,23.723
AŞAĞIYAKACIK,121,30,0.647
AŞAĞIYAKACIK,121,32,4.124
AŞAĞIYAKACIK,121,33,1.046
AŞAĞIYAKACIK,121,35,1.318
AŞAĞIYAKACIK,121,36,1.877
AŞAĞIYAKACIK,121,37,1.616
AŞAĞIYAKACIK,122,1,8.257
AŞAĞIYAKACIK,122,2,9.45
AŞAĞIYAKACIK,122,4,6.37
AŞAĞIYAKACIK,122,6,10.849
AŞAĞIYAKACIK,122,7,6.264
AŞAĞIYAKACIK,122,8,6.825
AŞAĞIYAKACIK,122,11,29.021
AŞAĞIYAKACIK,122,12,4.206
AŞAĞIYAKACIK,122,12,4.206
AŞAĞIYAKACIK,122,12,4.206
AŞAĞIYAKACIK,122,17,0.495
AŞAĞIYAKACIK,123,1,7.234
AŞAĞIYAKACIK,123,2,12.387
AŞAĞIYAKACIK,124,2,0.545
AŞAĞIYAKACIK,124,3,4.123
AŞAĞIYAKACIK,124,4,4.222
AŞAĞIYAKACIK,124,6,2.047
AŞAĞIYAKACIK,124,7,1.097
AŞAĞIYAKACIK,124,10,0.163
AŞAĞIYAKACIK,124,11,2.65
AŞAĞIYAKACIK,125,3,11.586
AŞAĞIYAKACIK,125,5,4.404
AŞAĞIYAKACIK,125,7,15.649
AŞAĞIYAKACIK,125,11,3.169
AŞAĞIYAKACIK,126,15,0.702
AŞAĞIYAKACIK,126,21,2.118
AŞAĞIYAKACIK,126,22,7.542
AŞAĞIYAKACIK,126,32,3.249
AŞAĞIYAKACIK,126,35,7.839
AŞAĞIYAKACIK,126,42,6.814
AŞAĞIYAKACIK,126,44,5.367
AŞAĞIYAKACIK,126,46,1.576
AŞAĞIYAKACIK,126,47,0.381
AŞAĞIYAKACIK,126,48,3.586
AŞAĞIYAKACIK,126,50,0.456
AŞAĞIYAKACIK,126,52,0.484
AŞAĞIYAKACIK,126,53,0.227
AŞAĞIYAKACIK,126,55,1.003
AŞAĞIYAKACIK,126,56,0.495
AŞAĞIYAKACIK,126,58,0.552
AŞAĞIYAKACIK,126,70,1.361
AŞAĞIYAKACIK,126,73,1.258
AŞAĞIYAKACIK,126,75,0.401
AŞAĞIYAKACIK,126,87,1.268
AŞAĞIYAKACIK,126,93,2.575
AŞAĞIYAKACIK,126,96,2.845
AŞAĞIYAKACIK,126,97,0.139
AŞAĞIYAKACIK,126,98,1.133
AŞAĞIYAKACIK,126,99,0.864
AŞAĞIYAKACIK,126,101,2.198
AŞAĞIYAKACIK,126,102,0.239
AŞAĞIYAKACIK,126,110,0.367
AŞAĞIYAKACIK,126,111,2.861
AŞAĞIYAKACIK,126,113,0.244
AŞAĞIYAKACIK,126,115,1.109
AŞAĞIYAKACIK,126,116,1.019
AŞAĞIYAKACIK,126,118,1.133
AŞAĞIYAKACIK,126,119,0.213
AŞAĞIYAKACIK,126,120,0.08
AŞAĞIYAKACIK,126,121,0.494
AŞAĞIYAKACIK,126,122,1.381
AŞAĞIYAKACIK,126,123,1.436
AŞAĞIYAKACIK,126,124,2.083
AŞAĞIYAKACIK,126,125,0.537
AŞAĞIYAKACIK,126,127,0.534
AŞAĞIYAKACIK,126,128,0.993
