koyAdi,adaNo,parselNo,alanKm
KARAHALLI,110,34,2.827
KARAHALLI,111,9,4.782
KARAHALLI,112,7,1.603
KARAHALLI,121,1,0.022
KARAHALLI,121,2,0.267
KARAHALLI,133,2,0.694
KARAHALLI,133,12,2.47
KARAHALLI,134,5,0.335
KARAHALLI,138,2,0.91
KARAHALLI,138,148,3.893
KARAHALLI,138,178,3.41
KARAHALLI,138,252,2.029
KARAHALLI,138,253,1.417
KARAHALLI,138,254,1.465
KARAHALLI,145,1,13.047
KARAHALLI,145,3,5.121
KARAHALLI,145,4,8.596
KARAHALLI,145,5,6.52
KARAHALLI,145,6,1.118
KARAHALLI,145,7,1.757
KARAHALLI,145,10,5.401
KARAHALLI,145,11,3.551
KARAHALLI,145,12,2.972
KARAHALLI,145,13,2.51
KARAHALLI,145,14,2.246
KARAHALLI,145,17,8.551
KARAHALLI,145,19,9.44
KARAHALLI,145,20,3.58
KARAHALLI,145,22,2.902
KARAHALLI,145,23,7.222
KARAHALLI,145,24,7.172
KARAHALLI,145,25,7.819
KARAHALLI,145,26,8.035
KARAHALLI,145,27,5.87
KARAHALLI,145,29,0.997
KARAHALLI,145,30,2.94
KARAHALLI,145,31,2.384
KARAHALLI,145,32,8.652
KARAHALLI,145,35,2.081
KARAHALLI,145,36,6.272
KARAHALLI,145,37,5.881
KARAHALLI,145,38,2.939
KARAHALLI,145,39,1.159
KARAHALLI,145,40,5.089
KARAHALLI,145,41,16.22
KARAHALLI,145,43,18.753
KARAHALLI,145,44,9.257
KARAHALLI,145,45,12.175
KARAHALLI,145,48,9.048
KARAHALLI,145,49,24.211
KARAHALLI,145,50,2.409
KARAHALLI,145,51,3.091
KARAHALLI,145,52,6.02
KARAHALLI,145,53,3.342
KARAHALLI,145,55,4.579
KARAHALLI,145,57,17.157
KARAHALLI,145,58,10.379
KARAHALLI,145,59,0.166
KARAHALLI,145,60,0.761
KARAHALLI,145,61,32.885
KARAHALLI,145,63,0.348
KARAHALLI,145,64,0.54
KARAHALLI,145,65,2.458
KARAHALLI,145,68,9.795
KARAHALLI,145,69,4.646
KARAHALLI,145,70,1.256
KARAHALLI,145,86,1.933
KARAHALLI,146,25,4.173
KARAHALLI,146,33,31.748
KARAHALLI,146,34,21.548
KARAHALLI,147,7,1.389
KARAHALLI,147,8,0.514
KARAHALLI,148,1,4.793
KARAHALLI,148,2,1.999
KARAHALLI,148,3,1.982
KARAHALLI,148,7,2.624
KARAHALLI,148,8,1.579
KARAHALLI,148,9,1.91
KARAHALLI,148,10,7.847
KARAHALLI,148,11,7.843
KARAHALLI,148,13,1.689
KARAHALLI,148,15,1.633
KARAHALLI,148,16,2.085
KARAHALLI,148,17,12.166
KARAHALLI,148,18,9.202
KARAHALLI,148,19,1.988
KARAHALLI,148,22,0.629
KARAHALLI,148,23,0.38
KARAHALLI,148,24,1.11
KARAHALLI,148,25,1.169
KARAHALLI,148,26,2.648
KARAHALLI,148,27,0.334
KARAHALLI,148,29,0.917
KARAHALLI,148,32,0.231
KARAHALLI,148,33,0.546
KARAHALLI,148,34,0.677
KARAHALLI,148,35,0.166
KARAHALLI,148,39,4.261
KARAHALLI,148,40,4.954
KARAHALLI,148,40,4.954
KARAHALLI,148,40,4.954
KARAHALLI,148,41,6.277
KARAHALLI,148,42,0.724
KARAHALLI,148,46,0.545
KARAHALLI,148,47,0.715
KARAHALLI,148,49,4.437
KARAHALLI,148,50,0.356
KARAHALLI,148,52,0.4
KARAHALLI,148,53,0.444
KARAHALLI,148,54,1.922
KARAHALLI,148,57,0.14
KARAHALLI,148,59,2.858
KARAHALLI,148,62,4.58
KARAHALLI,148,63,1.717
KARAHALLI,148,66,2.915
KARAHALLI,148,67,5.388
KARAHALLI,148,68,4.193
KARAHALLI,148,69,7.959
KARAHALLI,148,70,2.52
KARAHALLI,148,71,4.315
KARAHALLI,148,74,2.796
KARAHALLI,148,75,3.119
KARAHALLI,148,76,16.671
KARAHALLI,148,78,1.483
KARAHALLI,148,80,1.561
KARAHALLI,148,81,3.096
KARAHALLI,148,82,3.273
KARAHALLI,148,83,7.259
KARAHALLI,148,84,9.642
KARAHALLI,148,85,48.101
KARAHALLI,148,90,0.159
KARAHALLI,148,92,1.017
KARAHALLI,148,94,2.445
KARAHALLI,148,95,1.946
KARAHALLI,149,1,0.482
KARAHALLI,149,3,8.811
KARAHALLI,149,6,5.734
KARAHALLI,149,9,7.514
KARAHALLI,149,11,5.117
KARAHALLI,149,12,3.476
KARAHALLI,149,13,7.538
KARAHALLI,149,14,5.847
KARAHALLI,149,15,0.401
KARAHALLI,149,16,0.423
KARAHALLI,149,17,5.824
KARAHALLI,149,19,0.335
KARAHALLI,149,20,11.376
KARAHALLI,149,20,11.376
KARAHALLI,149,21,4.417
KARAHALLI,149,21,4.417
KARAHALLI,149,22,29.922
KARAHALLI,149,23,15.036
KARAHALLI,149,23,15.036
KARAHALLI,149,26,14.294
KARAHALLI,149,29,3.474
KARAHALLI,159,5,1.887
KARAHALLI,159,7,1.921
KARAHALLI,159,49,0.384
KARAHALLI,159,72,0.436
KARAHALLI,159,88,6.43
KARAHALLI,159,128,4.4
KARAHALLI,160,8,21.246
KARAHALLI,165,2,1.238
KARAHALLI,165,3,5.664
KARAHALLI,165,4,0.193
KARAHALLI,165,7,1.299
KARAHALLI,165,17,1.017
KARAHALLI,166,1,0.663
KARAHALLI,168,1,1.266
KARAHALLI,168,2,7.024
KARAHALLI,168,3,3.641
KARAHALLI,168,4,5.147
KARAHALLI,169,1,0.038
KARAHALLI,169,4,2.399
KARAHALLI,169,5,2.618
KARAHALLI,169,7,0.134
KARAHALLI,169,8,0.855
KARAHALLI,169,9,0.701
KARAHALLI,169,10,0.512
KARAHALLI,171,26,0.215
KARAHALLI,179,8,1.48
KARAHALLI,181,4,0.197
KARAHALLI,181,15,4.626
KARAHALLI,181,49,3.468
KARAHALLI,181,61,2.834
KARAHALLI,182,3,0.839
KARAHALLI,182,5,1.584
KARAHALLI,182,6,1.121
KARAHALLI,182,7,0.516
KARAHALLI,182,8,0.714
KARAHALLI,182,10,0.695
KARAHALLI,182,11,0.377
KARAHALLI,182,12,0.497
KARAHALLI,182,13,1.027
KARAHALLI,182,17,3.207
KARAHALLI,182,18,1.423
KARAHALLI,182,20,0.235
KARAHALLI,182,21,1.373
KARAHALLI,182,23,0.717
KARAHALLI,182,24,3.637
KARAHALLI,182,25,1.55
KARAHALLI,182,27,0.374
KARAHALLI,182,28,0.404
KARAHALLI,182,29,0.585
KARAHALLI,182,31,2.368
KARAHALLI,182,32,5.359
KARAHALLI,182,33,0.712
KARAHALLI,182,34,0.472
KARAHALLI,182,35,0.551
KARAHALLI,182,36,1.331
KARAHALLI,182,37,0.408
KARAHALLI,182,39,1.442
KARAHALLI,182,41,6.205
KARAHALLI,182,41,6.205
KARAHALLI,182,41,6.205
KARAHALLI,182,41,6.205
KARAHALLI,182,41,6.205
KARAHALLI,182,41,6.205
KARAHALLI,182,42,15.723
KARAHALLI,182,43,7.619
KARAHALLI,182,45,2.87
KARAHALLI,182,46,17.526
KARAHALLI,182,47,7.012
KARAHALLI,182,48,3.555
KARAHALLI,182,49,0.458
KARAHALLI,182,50,7.971
KARAHALLI,182,52,2.974
KARAHALLI,182,53,0.959
KARAHALLI,182,54,1.848
KARAHALLI,182,55,2.6
KARAHALLI,182,58,0.375
KARAHALLI,182,60,1.511
KARAHALLI,182,61,9.257
KARAHALLI,182,62,6.968
KARAHALLI,182,63,3.419
KARAHALLI,182,64,2.052
KARAHALLI,182,65,2.866
KARAHALLI,182,66,3.501
KARAHALLI,182,67,3.894
KARAHALLI,182,68,4.028
KARAHALLI,182,69,0.621
KARAHALLI,182,70,5.516
KARAHALLI,182,71,4.563
KARAHALLI,182,72,4.861
KARAHALLI,182,73,15.051
KARAHALLI,182,77,3.292
KARAHALLI,182,78,6.236
KARAHALLI,182,79,10.934
KARAHALLI,182,80,0.984
KARAHALLI,182,82,1.684
KARAHALLI,182,83,17.26
KARAHALLI,182,84,1.338
KAŞIKÇILAR,103,5,3.391
KAŞIKÇILAR,103,10,3.854
KAŞIKÇILAR,103,12,2.869
KAŞIKÇILAR,103,13,3.872
KAŞIKÇILAR,103,14,18.528
KAŞIKÇILAR,103,15,2.837
KAŞIKÇILAR,103,16,2.144
KAŞIKÇILAR,103,17,2.561
KAŞIKÇILAR,103,18,2.881
KAŞIKÇILAR,103,19,3.782
KAŞIKÇILAR,103,20,0.513
KAŞIKÇILAR,103,21,0.328
KAŞIKÇILAR,103,22,13.089
KAŞIKÇILAR,103,22,13.089
KAŞIKÇILAR,103,23,4.991
KAŞIKÇILAR,103,23,4.991
KAŞIKÇILAR,103,25,5.526
KAŞIKÇILAR,103,26,15.592
KAŞIKÇILAR,103,26,15.592
KAŞIKÇILAR,103,26,15.592
KAŞIKÇILAR,103,26,15.592
KAŞIKÇILAR,103,28,4.528
KAŞIKÇILAR,103,28,4.528
KAŞIKÇILAR,103,29,2.559
KAŞIKÇILAR,103,31,27.018
KAŞIKÇILAR,103,32,16.622
KAŞIKÇILAR,103,33,16.386
KAŞIKÇILAR,103,35,3.249
KAŞIKÇILAR,103,38,6.684
KAŞIKÇILAR,103,38,6.684
KAŞIKÇILAR,103,38,6.684
KAŞIKÇILAR,103,39,4.364
KAŞIKÇILAR,103,40,14.613
KAŞIKÇILAR,103,40,14.613
KAŞIKÇILAR,103,41,30.0
KAŞIKÇILAR,103,41,30.0
KAŞIKÇILAR,103,57,2.931
KAŞIKÇILAR,103,58,2.943
KAŞIKÇILAR,103,60,0.874
KAŞIKÇILAR,103,61,1.041
KAŞIKÇILAR,103,62,4.599
KAŞIKÇILAR,103,63,1.563
KAŞIKÇILAR,103,64,1.315
KAŞIKÇILAR,103,65,2.673
KAŞIKÇILAR,103,67,2.926
KAŞIKÇILAR,103,68,4.311
KAŞIKÇILAR,103,72,5.72
KAŞIKÇILAR,103,76,3.243
KAŞIKÇILAR,103,77,2.418
KAŞIKÇILAR,103,78,4.803
KAŞIKÇILAR,103,78,4.803
KAŞIKÇILAR,103,81,2.498
KAŞIKÇILAR,103,81,2.498
KAŞIKÇILAR,103,82,0.734
KAŞIKÇILAR,103,83,1.054
KAŞIKÇILAR,103,84,17.336
KAŞIKÇILAR,103,85,4.951
KAŞIKÇILAR,103,87,2.885
KAŞIKÇILAR,103,88,2.493
KAŞIKÇILAR,103,89,4.633
KAŞIKÇILAR,103,91,1.629
KAŞIKÇILAR,103,92,1.947
KAŞIKÇILAR,103,94,1.234
KAŞIKÇILAR,103,96,27.731
KAŞIKÇILAR,103,98,6.681
KAŞIKÇILAR,103,103,6.691
KAŞIKÇILAR,103,105,2.892
KAŞIKÇILAR,104,1,1.634
KAŞIKÇILAR,104,2,2.247
KAŞIKÇILAR,104,2,2.247
KAŞIKÇILAR,104,4,2.493
KAŞIKÇILAR,104,7,9.264
KAŞIKÇILAR,104,9,6.933
KAŞIKÇILAR,104,9,6.933
KAŞIKÇILAR,104,9,6.933
KAŞIKÇILAR,104,9,6.933
KAŞIKÇILAR,104,9,6.933
KAŞIKÇILAR,104,10,4.623
KAŞIKÇILAR,104,11,7.013
KAŞIKÇILAR,104,12,2.157
KAŞIKÇILAR,104,13,3.003
KAŞIKÇILAR,104,15,4.294
KAŞIKÇILAR,104,17,47.219
KAŞIKÇILAR,104,19,21.377
KAŞIKÇILAR,104,19,21.377
KAŞIKÇILAR,104,20,6.424
KAŞIKÇILAR,104,21,3.695
KAŞIKÇILAR,104,22,6.485
KAŞIKÇILAR,104,23,3.384
KAŞIKÇILAR,104,24,1.942
KAŞIKÇILAR,104,34,6.634
KAŞIKÇILAR,104,35,4.56
KAŞIKÇILAR,104,45,7.519
KAŞIKÇILAR,104,46,13.787
KAŞIKÇILAR,104,46,13.787
KAŞIKÇILAR,104,47,2.69
KAŞIKÇILAR,104,47,2.69
KAŞIKÇILAR,104,48,28.725
KAŞIKÇILAR,104,48,28.725
KAŞIKÇILAR,104,48,28.725
KAŞIKÇILAR,104,53,3.982
KAŞIKÇILAR,104,53,3.982
KAŞIKÇILAR,104,53,3.982
KAŞIKÇILAR,104,54,8.683
KAŞIKÇILAR,104,55,3.635
KAŞIKÇILAR,104,56,3.267
KAŞIKÇILAR,104,57,11.705
KAŞIKÇILAR,104,63,5.003
KAŞIKÇILAR,104,63,5.003
KAŞIKÇILAR,104,63,5.003
KAŞIKÇILAR,104,86,2.889
KAŞIKÇILAR,104,133,4.264
KAŞIKÇILAR,104,138,2.716
KAŞIKÇILAR,104,139,4.659
KAŞIKÇILAR,104,144,18.362
KAŞIKÇILAR,104,150,2.051
KAŞIKÇILAR,104,151,5.083
KAVACIK,101,1,11.171
KAVACIK,101,2,6.249
KAVACIK,101,6,3.261
KAVACIK,101,7,20.525
KAVACIK,101,9,5.022
KAVACIK,101,10,3.624
KAVACIK,101,11,3.275
KAVACIK,101,13,2.202
KAVACIK,101,18,5.968
KAVACIK,101,19,8.752
KAVACIK,101,21,0.944
KAVACIK,101,24,2.502
KAVACIK,101,26,2.81
KAVACIK,101,29,1.647
KAVACIK,101,30,2.676
KAVACIK,101,31,2.155
KAVACIK,101,34,3.958
KAVACIK,101,35,9.556
KAVACIK,101,36,3.397
KAVACIK,101,36,3.397
KAVACIK,101,40,2.261
KAVACIK,101,41,2.924
KAVACIK,101,42,4.582
KAVACIK,101,45,26.89
KAVACIK,101,47,10.64
KAVACIK,101,48,5.855
KAVACIK,101,54,6.599
KAVACIK,101,58,12.748
KAVACIK,101,59,5.547
KAVACIK,101,62,3.303
KAVACIK,101,63,14.556
KAVACIK,101,66,8.945
KAVACIK,101,68,6.617
KAVACIK,101,68,6.617
KAVACIK,101,71,5.021
KAVACIK,101,72,4.693
KAVACIK,101,77,15.035
KAVACIK,101,78,12.381
KAVACIK,101,82,22.867
KAVACIK,101,83,88.686
KAVACIK,101,85,6.244
KAVACIK,101,85,6.244
KAVACIK,101,85,6.244
KAVACIK,101,86,7.934
KAVACIK,101,89,15.59
KAVACIK,101,91,5.333
KAVACIK,101,95,9.753
KAVACIK,101,95,9.753
KAVACIK,101,97,4.179
KAVACIK,101,98,2.769
KAVACIK,101,100,2.747
KAVACIK,101,102,8.983
KAVACIK,101,103,19.645
KAVACIK,101,106,3.194
KAVACIK,101,106,3.194
KAVACIK,101,109,3.53
KAVACIK,101,113,10.463
KAVACIK,101,114,16.434
KAVACIK,101,115,14.883
KAVACIK,101,119,1.006
KAVACIK,101,120,1.35
KAVACIK,101,122,1.214
KAVACIK,101,124,5.708
KAVACIK,101,126,5.675
KAVACIK,101,130,12.302
KAVACIK,101,131,2.633
KAVACIK,101,132,5.406
KAVACIK,101,134,13.301
KAVACIK,101,135,9.186
KAVACIK,101,136,14.639
KAVACIK,101,137,10.457
KAVACIK,101,137,10.457
KAVACIK,101,145,1.053
KAVACIK,101,146,4.842
KAVACIK,101,149,3.416
KAVACIK,101,157,1.362
KAVACIK,102,8,8.794
KAVACIK,102,10,18.281
KAVACIK,102,11,16.226
KAVACIK,102,12,6.198
KAVACIK,102,12,6.198
KAVACIK,102,14,8.014
KAVACIK,102,15,1.436
KAVACIK,102,18,2.358
KAVACIK,102,18,2.358
KAVACIK,102,21,23.391
KAVACIK,102,22,20.886
KAVACIK,102,23,32.276
KAVACIK,102,23,32.276
KAVACIK,102,23,32.276
KAVACIK,103,3,20.079
KAVACIK,103,15,12.125
KAVACIK,127,1,1.255
KAVACIK,127,1,1.255
KAVACIK,133,11,3.152
KESTEL,154,22,1.885
KETENDERE,0,125,8.12
KETENDERE,0,166,3.875
KETENDERE,0,202,1.283
KETENDERE,0,217,0.549
KETENDERE,0,237,1.64
KETENDERE,0,250,1.973
KETENDERE,0,311,5.92
KETENDERE,0,317,2.306
KETENDERE,0,322,0.256
KETENDERE,0,338,0.365
KETENDERE,0,339,1.375
KETENDERE,0,357,0.236
KETENDERE,0,365,1.306
KETENDERE,0,367,2.64
KETENDERE,0,369,2.426
KETENDERE,0,380,7.32
KETENDERE,0,382,13.91
KETENDERE,0,383,7.693
KETENDERE,0,385,5.72
KETENDERE,0,388,3.226
KETENDERE,0,392,4.28
KETENDERE,0,393,3.76
KETENDERE,0,404,8.08
KETENDERE,0,405,8.08
KETENDERE,0,408,6.1
KETENDERE,0,421,6.85
KETENDERE,0,448,12.613
KETENDERE,0,460,13.28
KETENDERE,0,489,31.96
KETENDERE,0,489,31.96
KETENDERE,0,489,31.96
KETENDERE,0,490,1.813
KETENDERE,0,492,3.32
KETENDERE,0,497,1.9
KETENDERE,0,499,5.475
KETENDERE,0,499,5.475
KETENDERE,0,503,3.525
KETENDERE,0,505,4.7
KETENDERE,0,512,1.8
KETENDERE,0,513,0.867
KETENDERE,0,514,6.575
KETENDERE,0,515,6.15
KETENDERE,0,516,17.7
KETENDERE,0,524,11.133
KETENDERE,0,525,9.225
KETENDERE,0,564,1.6
KETENDERE,0,592,1.76
KETENDERE,0,595,1.317
KETENDERE,0,595,1.317
KETENDERE,0,601,3.6
KETENDERE,0,603,7.32
KETENDERE,0,603,7.32
KETENDERE,0,604,2.826
KETENDERE,0,614,9.56
KETENDERE,0,617,0.85
KETENDERE,0,618,3.106
KETENDERE,0,619,2.306
KETENDERE,0,621,3.76
KETENDERE,0,622,4.48
KETENDERE,0,628,1.525
KETENDERE,0,629,1.0
KETENDERE,0,630,2.92
KETENDERE,0,635,5.0
KETENDERE,0,638,6.773
KETENDERE,0,640,4.64
KETENDERE,0,644,13.866
KETENDERE,0,647,13.52
KETENDERE,0,648,5.373
KETENDERE,0,649,3.792
KETENDERE,0,650,3.231
KETENDERE,0,653,7.46
KETENDERE,0,654,5.026
KETENDERE,0,656,3.013
KETENDERE,0,657,5.48
KETENDERE,0,658,7.613
KETENDERE,0,660,19.32
KETENDERE,0,660,19.32
KETENDERE,0,660,19.32
KETENDERE,0,660,19.32
KETENDERE,0,661,5.4
KETENDERE,0,662,4.0
KETENDERE,0,662,4.0
KETENDERE,0,662,4.0
KETENDERE,0,662,4.0
KETENDERE,0,663,11.875
KETENDERE,0,664,14.08
KETENDERE,0,665,5.325
KETENDERE,0,666,6.025
KETENDERE,0,667,38.35
KETENDERE,0,668,24.92
KETENDERE,0,671,32.375
KETENDERE,0,671,32.375
KETENDERE,0,672,0.7
KETENDERE,0,675,7.95
KETENDERE,0,677,5.983
KETENDERE,0,679,4.917
KETENDERE,0,680,5.225
KETENDERE,0,681,6.267
KETENDERE,0,681,6.267
KETENDERE,0,687,1.383
KETENDERE,0,689,2.975
KETENDERE,0,690,14.55
KETENDERE,0,691,7.867
KETENDERE,0,693,9.858
KETENDERE,0,695,6.933
KETENDERE,0,697,3.4
KETENDERE,0,699,6.867
KETENDERE,0,700,2.492
KETENDERE,0,704,0.675
KETENDERE,0,705,2.625
KETENDERE,0,706,3.667
KETENDERE,0,711,0.768
KETENDERE,0,712,2.875
KETENDERE,0,718,5.142
KETENDERE,0,719,6.4
KETENDERE,0,721,3.375
KETENDERE,0,723,1.2
KETENDERE,0,727,2.525
KETENDERE,0,728,2.0
KETENDERE,0,729,4.8
KETENDERE,0,730,2.4
KETENDERE,0,732,4.325
KETENDERE,0,733,3.275
KETENDERE,0,734,1.275
KETENDERE,0,735,1.925
KETENDERE,0,736,9.6
KETENDERE,0,741,1.0
KETENDERE,0,744,9.275
KETENDERE,0,747,3.0
KETENDERE,0,747,3.0
KETENDERE,0,748,1.475
KETENDERE,0,750,1.75
KETENDERE,0,753,12.058
KETENDERE,0,754,1.075
KETENDERE,0,755,10.325
KETENDERE,0,756,10.725
KETENDERE,0,758,9.0
KETENDERE,0,760,25.7
KETENDERE,0,761,21.4
KETENDERE,0,762,19.6
KETENDERE,0,763,10.15
KETENDERE,0,765,5.32
KETENDERE,0,766,10.04
KETENDERE,0,767,16.106
KETENDERE,0,774,11.64
KETENDERE,0,774,11.64
KETENDERE,0,774,11.64
KETENDERE,0,774,11.64
KETENDERE,0,774,11.64
KETENDERE,0,776,2.693
KETENDERE,0,777,2.693
KETENDERE,0,778,26.69
KETENDERE,0,778,26.69
KETENDERE,0,780,12.6
KETENDERE,0,780,12.6
KETENDERE,0,780,12.6
KETENDERE,0,780,12.6
KETENDERE,0,780,12.6
KETENDERE,0,781,0.95
KETENDERE,0,782,8.4
KETENDERE,0,782,8.4
KETENDERE,0,782,8.4
KETENDERE,0,782,8.4
KETENDERE,0,783,3.6
KETENDERE,0,786,6.68
KETENDERE,0,787,6.173
KETENDERE,0,790,9.946
KETENDERE,0,791,9.16
KETENDERE,0,794,8.04
KETENDERE,0,794,8.04
KETENDERE,0,795,5.306
KETENDERE,0,796,2.986
KETENDERE,0,797,21.92
KETENDERE,0,798,0.992
KETENDERE,0,799,24.066
KETENDERE,0,803,2.16
KETENDERE,0,806,5.506
KETENDERE,0,807,16.25
KETENDERE,0,807,16.25
KETENDERE,0,808,6.6
KETENDERE,0,809,14.275
KETENDERE,0,810,16.225
KETENDERE,0,812,3.316
KETENDERE,0,814,2.075
KETENDERE,0,815,3.725
KETENDERE,0,823,5.25
KETENDERE,0,825,6.925
KETENDERE,0,826,15.008
KETENDERE,0,826,15.008
KETENDERE,0,827,9.992
KETENDERE,0,827,9.992
KETENDERE,0,827,9.992
KETENDERE,0,828,9.266
KETENDERE,0,830,43.375
KETENDERE,0,831,18.15
KETENDERE,0,832,7.45
KETENDERE,0,832,7.45
KETENDERE,0,833,7.55
KETENDERE,0,834,13.375
KETENDERE,0,835,18.275
KETENDERE,0,835,18.275
KETENDERE,0,835,18.275
KETENDERE,0,1004,30.156
KETENDERE,0,1004,30.156
KETENDERE,0,1005,14.425
KETENDERE,0,1042,0.801
KETENDERE,0,1043,5.022
KETENDERE,0,1044,2.234
KETENDERE,0,1050,1.669
KETENDERE,0,1051,3.639
KETENDERE,0,1055,1.832
KETENDERE,0,1057,2.834
KETENDERE,0,1058,2.806
KETENDERE,0,1060,2.534
KETENDERE,0,1061,4.023
KETENDERE,0,1062,1.4
KETENDERE,0,1063,0.602
KETENDERE,0,1064,0.764
KETENDERE,0,1065,0.827
KETENOVA,0,5,2.968
KETENOVA,0,6,12.373
KETENOVA,0,6,12.373
KETENOVA,0,6,12.373
KETENOVA,0,60,2.968
KETENOVA,0,60,2.968
KETENOVA,0,61,13.269
KETENOVA,0,62,4.731
KETENOVA,0,63,2.544
KETENOVA,0,64,2.373
KETENOVA,0,65,3.384
KETENOVA,0,67,1.811
KETENOVA,0,68,2.795
KETENOVA,0,69,1.867
KETENOVA,0,70,0.486
KETENOVA,0,208,10.603
KETENOVA,0,208,10.603
KETENOVA,0,210,11.157
KETENOVA,0,210,11.157
KETENOVA,0,210,11.157
KETENOVA,0,210,11.157
KETENOVA,0,212,3.92
KETENOVA,0,229,0.61
KETENOVA,0,271,6.765
KETENOVA,0,294,6.368
KETENOVA,0,312,0.21
KETENOVA,0,334,8.168
KETENOVA,0,345,9.28
KETENOVA,0,411,6.115
KETENOVA,0,425,2.954
KETENOVA,0,434,0.8
KETENOVA,0,445,0.4
KETENOVA,0,451,4.272
KETENOVA,0,459,1.984
KETENOVA,0,460,3.904
KETENOVA,0,462,7.872
KETENOVA,0,464,0.64
KETENOVA,0,465,3.568
KETENOVA,0,468,2.032
KETENOVA,0,469,2.208
KETENOVA,0,470,16.88
KETENOVA,0,471,5.856
KETENOVA,0,472,13.184
KETENOVA,0,473,11.472
KETENOVA,0,475,3.008
KETENOVA,0,476,12.864
KETENOVA,0,477,2.88
KETENOVA,0,478,3.584
KETENOVA,0,483,3.024
KETENOVA,0,486,7.888
KETENOVA,0,488,4.096
KETENOVA,0,495,12.192
KETENOVA,0,497,7.376
KETENOVA,0,500,12.164
KETENOVA,0,505,34.32
KETENOVA,0,505,34.32
KETENOVA,0,505,34.32
KETENOVA,0,526,4.496
KETENOVA,0,534,14.528
KETENOVA,0,535,18.0
KETENOVA,0,536,19.44
KETENOVA,0,546,11.984
KETENOVA,0,546,11.984
KETENOVA,0,547,25.104
KETENOVA,0,547,25.104
KETENOVA,0,548,3.296
KETENOVA,0,549,1.184
KETENOVA,0,552,3.52
KETENOVA,0,553,2.784
KETENOVA,0,555,6.64
KETENOVA,0,556,40.633
KETENOVA,0,566,6.048
KETENOVA,0,577,13.792
KETENOVA,0,579,7.2
KETENOVA,0,580,4.656
KETENOVA,0,581,3.584
KETENOVA,0,585,2.176
KETENOVA,0,587,3.216
KETENOVA,0,588,11.28
KETENOVA,0,589,8.32
KETENOVA,0,590,4.736
KETENOVA,0,590,4.736
KETENOVA,0,592,19.712
KETENOVA,0,592,19.712
KETENOVA,0,593,24.48
KETENOVA,0,607,90.688
KETENOVA,0,607,90.688
KETENOVA,0,607,90.688
KETENOVA,0,615,1.123
KETENOVA,186,0,23.295
KETENOVA,187,0,76.18
KIZILDERE,102,2,1.14
KIZILDERE,105,4,3.366
KIZILDERE,142,49,0.253
KOZDERE,0,438,7.55
KOZDERE,0,608,9.75
KOZDERE,339,1,235.007
KOZDERE,339,1,235.007
KOZDERE,339,1,235.007
KUŞCULAR,0,2,8.516
KUŞCULAR,0,13,0.84
KUŞCULAR,0,21,1.177
KUŞCULAR,0,22,3.516
KUŞCULAR,0,24,0.704
KUŞCULAR,0,25,0.856
KUŞCULAR,0,146,10.0
KUŞCULAR,0,147,1.252
KUŞCULAR,0,191,14.472
KUŞCULAR,0,194,27.012
KUŞCULAR,0,194,27.012
KUŞCULAR,0,205,5.348
KUŞCULAR,0,215,1.924
KUŞCULAR,0,235,9.312
KUŞCULAR,0,237,3.003
KUŞCULAR,0,238,18.24
KUŞCULAR,0,239,18.676
KUŞCULAR,0,239,18.676
KUŞCULAR,0,239,18.676
KUŞCULAR,0,242,13.296
KUŞCULAR,0,244,16.288
KUŞCULAR,0,245,29.504
KUŞCULAR,0,246,7.963
KUŞCULAR,0,248,2.656
KUŞCULAR,0,248,2.656
KUŞCULAR,0,249,2.97
KUŞCULAR,0,251,17.776
KUŞCULAR,0,252,15.872
KUŞCULAR,0,253,7.696
KUŞCULAR,0,254,6.288
KUŞCULAR,0,256,7.472
KUŞCULAR,0,260,4.669
KUŞCULAR,0,262,2.309
KUŞCULAR,0,263,11.12
KUŞCULAR,0,263,11.12
KUŞCULAR,0,264,12.752
KUŞCULAR,0,265,17.04
KUŞCULAR,0,265,17.04
KUŞCULAR,0,266,2.01
KUŞCULAR,0,268,3.184
KUŞCULAR,0,268,3.184
KUŞCULAR,0,269,4.528
KUŞCULAR,0,271,9.808
KUŞCULAR,0,273,5.064
KUŞCULAR,0,275,5.652
KUŞCULAR,0,279,17.24
KUŞCULAR,0,282,3.712
KUŞCULAR,0,284,0.38
KUŞCULAR,0,290,0.396
KUŞCULAR,0,291,0.376
KUŞCULAR,0,315,4.8
KUŞCULAR,0,316,3.708
KUŞCULAR,0,318,7.536
KUŞCULAR,0,319,4.016
KUŞCULAR,0,320,31.232
KUŞCULAR,0,321,42.336
KUŞCULAR,0,325,8.72
KUŞCULAR,0,329,13.872
KUŞCULAR,0,331,4.352
KUŞCULAR,0,332,5.92
KUŞCULAR,0,335,8.08
KUŞCULAR,0,338,7.808
KUŞCULAR,0,339,8.592
KUŞCULAR,0,345,14.0
KUŞCULAR,0,345,14.0
KUŞCULAR,0,348,9.632
KUŞCULAR,0,355,3.2
KUŞCULAR,0,362,1.952
KUŞCULAR,0,372,10.592
KUŞCULAR,0,378,11.472
KUŞCULAR,0,379,11.408
KUŞCULAR,0,380,19.968
KUŞCULAR,0,382,39.12
KUŞCULAR,0,385,22.688
KUŞCULAR,0,386,10.968
KUŞCULAR,0,394,30.88
KUŞCULAR,0,394,30.88
KUŞCULAR,0,394,30.88
KUŞCULAR,0,396,30.0
KUŞCULAR,0,397,12.0
KUŞCULAR,0,397,12.0
